 VSOP87 VERSION D4    JUPITER   VARIABLE 1 (LBR)       *T**4     45 TERMS    HELIOCENTRIC DYNAMICAL ECLIPTIC AND EQUINOX OF THE DATE
 4514    1  0  0  0  0  2 -5  0  0  0  0  0  0 -0.00000491052    -0.00000455056     0.00000669483 0.85282421090       7.11354700080 
 4514    2  0  0  0  0  4-10  0  0  0  0  0  0  0.00000063149     0.00000077488     0.00000099961 0.74258947751      14.22709400160 
 4514    3  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000000    -0.00000114019     0.00000114019 3.14159265359       0.00000000000 
 4514    4  0  0  0  0  1 -5  0  0  0  0  0  0 -0.00000042743    -0.00000025988     0.00000050024 1.65346208248     536.80451209540 
 4514    5  0  0  0  0  1  0  0  0  0  0  0  0  0.00000038074     0.00000021213     0.00000043585 5.82026386621     529.69096509460 
 4514    6  0  0  0  0  3 -5  0  0  0  0  0  0 -0.00000028993     0.00000013095     0.00000031813 4.85829986650     522.57741809380 
 4514    7  0  0  0  0  5-10  0  0  0  0  0  0  0.00000008425    -0.00000012098     0.00000014742 4.29061635784     515.46387109300 
 4514    8  0  0  0  0  2  0  0  0  0  0  0  0  0.00000004143     0.00000007875     0.00000008899 0.71478520741    1059.38193018920 
 4514    9  0  0  0  0  3-10  0  0  0  0  0  0  0.00000002947     0.00000003986     0.00000004957 1.29502259434     543.91805909620 
 4514   10  0  0  0  0  0  5  0  0  0  0  0  0  0.00000003973    -0.00000002079     0.00000004484 2.31715516627    1066.49547719000 
 4514   11  0  0  0  0  6-15  0  0  0  0  0  0 -0.00000001636    -0.00000003924     0.00000004251 0.48326797501      21.34064100240 
 4514   12  0  0  0  0  4 -8  0  0  0  0  0  0 -0.00000002997     0.00000000790     0.00000003100 3.00245542678     412.37109687440 
 4514   13  0  0  0  0  0  3  0  0  0  0  0  0  0.00000001632    -0.00000001248     0.00000002055 0.39858940218     639.89728631400 
