VSOP87 VERSION D4    JUPITER   VARIABLE 3 (LBR)       *T**1    381 TERMS    HELIOCENTRIC DYNAMICAL ECLIPTIC AND EQUINOX OF THE DATE
 4531    1  0  0  0  0  1  0  0  0  0  0  0  0 -0.01128649360    -0.00586199559     0.01271801596 2.64937511122     529.69096509460 
 4531    2  0  0  0  0  2  0  0  0  0  0  0  0 -0.00060025697    -0.00014109917     0.00061661771 3.00076251018    1059.38193018920 
 4531    3  0  0  0  0  3 -5  0  0  0  0  0  0 -0.00009853636     0.00052527358     0.00053443592 3.89717644226     522.57741809380 
 4531    4  0  0  0  0  1 -5  0  0  0  0  0  0  0.00027963358     0.00013804538     0.00031185167 4.88276663526     536.80451209540 
 4531    5  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000000     0.00041390257     0.00041390257 0.00000000000       0.00000000000 
 4531    6  0  0  0  0  2 -3  0  0  0  0  0  0  0.00007583678    -0.00009101853     0.00011847190 2.41329588176     419.48464387520 
 4531    7  0  0  0  0  2 -5  0  0  0  0  0  0  0.00009164874    -0.00000165049     0.00009166360 4.75979408587       7.11354700080 
 4531    8  0  0  0  0  1 -2  0  0  0  0  0  0  0.00002277874    -0.00002212862     0.00003175763 2.79297987071     103.09277421860 
 4531    9  0  0  0  0  3 -4  0  0  0  0  0  0 -0.00001874523     0.00002597736     0.00003203446 5.21083285476     735.87651353180 
 4531   10  0  0  0  0  3  0  0  0  0  0  0  0 -0.00003402740     0.00000076746     0.00003403605 3.34688537997    1589.07289528380 
 4531   11  0  0  0  0  2 -4  0  0  0  0  0  0  0.00000896077     0.00002440709     0.00002600003 3.63435101622     206.18554843720 
 4531   12  0  0  0  0  0  2  0  0  0  0  0  0  0.00000663289     0.00002319222     0.00002412207 1.46947308304     426.59819087600 
 4531   13  0  0  0  0  5-10  0  0  0  0  0  0  0.00000167966    -0.00002801032     0.00002806064 3.74223693580     515.46387109300 
 4531   14  0  0  0  0  4 -5  0  0  0  0  0  0 -0.00000051498     0.00002676079     0.00002676575 4.33052878699    1052.26838318840 
 4531   15  0  0  0  0  0  3  0  0  0  0  0  0 -0.00002027063     0.00000550588     0.00002100507 3.92762682306     639.89728631400 
 4531   16  0  0  0  0  0  5  0  0  0  0  0  0 -0.00001328855     0.00000971628     0.00001646182 5.30953510947    1066.49547719000 
 4531   17  0  0  0  0  4 -7  0  0  0  0  0  0 -0.00001576321    -0.00000457097     0.00001641257 4.41628669824     625.67019231240 
 4531   18  0  0  0  0  0  1  0  0  0  0  0  0 -0.00000791836    -0.00000689359     0.00001049866 3.16113622955     213.29909543800 
 4531   19  0  0  0  0  4 -8  0  0  0  0  0  0 -0.00000780031     0.00000664658     0.00001024802 2.55432643018     412.37109687440 
 4531   20  0  0  0  0  3 -2  0  0  0  0  0  0 -0.00000631894    -0.00000387021     0.00000740996 2.17094630558    1162.47470440780 
 4531   21  0  0  0  0  2 -2  0  0  0  0  0  0  0.00000068346    -0.00000803503     0.00000806404 2.67750801380     632.78373931320 
 4531   22  0  0  0  0  4 -6  0  0  0  0  0  0 -0.00000218924    -0.00000640550     0.00000676928 6.24953479790     838.96928775040 
 4531   23  0  0  0  0  3-10  0  0  0  0  0  0 -0.00000370137    -0.00000287857     0.00000468895 4.70973463481     543.91805909620 
 4531   24  0  0  0  0  1 -4  0  0  0  0  0  0 -0.00000268366    -0.00000354573     0.00000444683 0.40281181402     323.50541665740 
 4531   25  0  0  0  0  1  1  0  0  0  0  0  0 -0.00000021885    -0.00000566654     0.00000567076 4.57655414712     742.99006053260 
 4531   26  0  0  0  0  5 -9  0  0  0  0  0  0  0.00000301800    -0.00000286155     0.00000415894 5.36836018215     728.76296653100 
 4531   27  0  0  0  0  3 -3  0  0  0  0  0  0  0.00000072741    -0.00000479200     0.00000484689 2.46882793186     949.17560896980 
 4531   28  0  0  0  0  1  2  0  0  0  0  0  0 -0.00000246857     0.00000230228     0.00000337555 3.16781951120     956.28915597060 
 4531   29  0  0  0  0  3 -6  0  0  0  0  0  0 -0.00000393986    -0.00000078540     0.00000401738 4.60528841541     309.27832265580 
 4531   30  0  0  0  0  4-10  0  0  0  0  0  0 -0.00000345981    -0.00000031117     0.00000347378 4.68148808722      14.22709400160 
 4531   31  0  0  0  0  2 -1  0  0  0  0  0  0  0.00000248684     0.00000078411     0.00000260753 5.34290306101     846.08283475120 
 4531   32  0  0  0  0  5 -6  0  0  0  0  0  0 -0.00000158688     0.00000152496     0.00000220084 4.84210964963    1368.66025284500 
 4531   33  0  0  0  0  5 -7  0  0  0  0  0  0 -0.00000131604    -0.00000154846     0.00000203217 5.59995425432    1155.36115740700 
 4531   34  0  0  0  0  5 -8  0  0  0  0  0  0 -0.00000246105    -0.00000015663     0.00000246603 3.92313823537     942.06206196900 
 4531   35  0  0  0  0  3 -7  0  0  0  0  0  0 -0.00000136649    -0.00000122477     0.00000183504 4.26526769703      95.97922721780 
 4531   36  0  0  0  0  3-11  3  0  0  0  0  0  0.00000080554     0.00000161119     0.00000180134 4.40165491159     532.87235883230 
 4531   37  0  0  0  0  4  0  0  0  0  0  0  0 -0.00000190332     0.00000051340     0.00000197134 3.70551461394    2118.76386037840 
 4531   38  0  0  0  0  4 -9  0  0  0  0  0  0 -0.00000038563    -0.00000192174     0.00000196005 3.75877587139     199.07200143640 
 4531   39  0  0  0  0  6-10  0  0  0  0  0  0  0.00000031301    -0.00000197728     0.00000200190 4.43888814441    1045.15483618760 
 4531   40  0  0  0  0  5-11  3  0  0  0  0  0 -0.00000164123     0.00000045169     0.00000170225 4.84647488867     526.50957135690 
 4531   41  0  0  0  0  3 -6  3  0  0  0  0  0  0.00000080886     0.00000121949     0.00000146335 6.12958365535     533.62311835770 
 4531   42  0  0  0  0  1 -3  0  0  0  0  0  0 -0.00000085997     0.00000102090     0.00000133483 1.32245735855     110.20632121940 
 4531   43  0  0  0  0  1 -6  3  0  0  0  0  0 -0.00000074929    -0.00000108765     0.00000132076 4.51187950811     525.75881183150 
 4531   44  0  0  0  0  4 -3  0  0  0  0  0  0 -0.00000095047    -0.00000079405     0.00000123851 2.04290370696    1478.86657406440 
 4531   45  0  0  0  0  1  3  0  0  0  0  0  0 -0.00000112869     0.00000045944     0.00000121861 4.40581788491    1169.58825140860 
 4531   46  0  0  0  0  5 -5  0  0  0  0  0  0  0.00000049473     0.00000104161     0.00000115313 4.46741278152    1581.95934828300 
 4531   47  0  0  0  0  1  5  0  0  0  0  0  0 -0.00000067785     0.00000071504     0.00000098527 5.72833991647    1596.18644228460 
 4531   48  0  0  0  0  6 -7  0  0  0  0  0  0 -0.00000063594     0.00000065938     0.00000091608 4.52965592121    1685.05212250160 
 4531   49  0  0  0  0  2  1  0  0  0  0  0  0 -0.00000110619     0.00000002087     0.00000110638 3.62504147403    1272.68102562720 
