 VSOP87 VERSION D4    EARTH     VARIABLE 2 (LBR)       *T**2     49 TERMS    HELIOCENTRIC DYNAMICAL ECLIPTIC AND EQUINOX OF THE DATE
 4322    1  0  0  0  0  0  0  0  0  0  1  0  0  0.00000000001     0.00000001662     0.00000001662 1.62703209173   84334.66158130829 
 4322    2  0  0  0  0  0  0  0  0  0  1 -1  0  0.00000000000    -0.00000000492     0.00000000492 2.41382223971    1047.74731175470 
 4322    3  0  3 -4  0  0  0  0  0  0  0  0  0  0.00000000092     0.00000000332     0.00000000344 2.24353004539    5507.55323866740 
 4322    4  0  0  1  0 -2  0  0  0  0  0  0  0  0.00000000190     0.00000000174     0.00000000258 6.00906896311    5223.69391980220 
 4322    5  0  0  1  0  0  0  0  0  0  0  0  0  0.00000000094     0.00000000092     0.00000000131 0.95447345240    6283.07584999140 
 4322    6  0  2 -2  0  0  0  0  0  0  0  0  0  0.00000000079     0.00000000034     0.00000000086 1.67530247303    7860.41939243920 
 4322    7  0  2 -3  0  0  0  0  0  0  0  0  0  0.00000000010     0.00000000090     0.00000000090 0.97606804452    1577.34354244780 
 4322    8  0  1 -2  0  0  0  0  0  0  0  0  0  0.00000000004     0.00000000090     0.00000000090 0.37899871725    2352.86615377180 
 4322    9  0  1  0  0  0  0  0  0  0  0  0  0 -0.00000000005    -0.00000000089     0.00000000089 6.25807507963   10213.28554621100 
 4322   10  0  0  0  0  0  0  0  0  0  1  1  0  0.00000000000    -0.00000000075     0.00000000075 0.84213523741  167621.57585086189 
 4322   11  0  2 -1  0  0  0  0  0  0  0  0  0  0.00000000013    -0.00000000050     0.00000000052 1.70501566089   14143.49524243060 
 4322   12  0  0  0  0  0  0  0  0  2 -1 -1  0  0.00000000000     0.00000000057     0.00000000057 6.15295833679   12194.03291462090 
 4322   13  0  0  1  0 -1  0  0  0  0  0  0  0 -0.00000000006     0.00000000050     0.00000000051 1.27616016740    5753.38488489680 
 4322   14  0  0  1  0  1  0  0  0  0  0  0  0 -0.00000000006    -0.00000000050     0.00000000051 5.37229738682    6812.76681508600 
 4322   15  0  3 -6  0  0  0  0  0  0  0  0  0  0.00000000023     0.00000000025     0.00000000034 1.73672994279    7058.59846131540 
 4322   16  0  2 -5  0  0  0  0  0  0  0  0  0  0.00000000013     0.00000000035     0.00000000038 2.77761031485   10988.80815753500 
 4322   17  0  0  0  0  0  0  0  0  2  1 -1  0  0.00000000000     0.00000000046     0.00000000046 3.38617099014  156475.29024799570 
 4322   18  0  0  3 -3  0  0  0  0  0  0  0  0 -0.00000000008    -0.00000000020     0.00000000021 1.95248349228    8827.39026987480 
 4322   19  0  0  4 -5  0  0  0  0  0  0  0  0 -0.00000000015    -0.00000000011     0.00000000018 3.33419222028    8429.24126646660 
 4322   20  0  0  3  0 -2  0  0  0  0  0  0  0 -0.00000000005     0.00000000019     0.00000000019 4.32945160287   17789.84561978500 
 4322   21  0  0  7-16  4  5  0  0  0  0  0  0  0.00000000015    -0.00000000009     0.00000000017 0.66191210656    6283.00853968860 
 4322   22  0  0  4 -4  0  0  0  0  0  0  0  0 -0.00000000008    -0.00000000016     0.00000000018 3.74885333072   11769.85369316640 
 4322   23  0  0  2  0 -3  0  0  0  0  0  0  0 -0.00000000010    -0.00000000014     0.00000000017 4.23058370776   10977.07880469900 
 4322   24  0  0  3 -4  0  0  0  0  0  0  0  0 -0.00000000010    -0.00000000013     0.00000000017 1.78116162721    5486.77784317500 
 4322   25  0  0  2  0 -1  0  0  0  0  0  0  0  0.00000000021     0.00000000001     0.00000000021 1.36972913918   12036.46073488820 
 4322   26  0  0  2 -4  0  0  0  0  0  0  0  0  0.00000000006     0.00000000016     0.00000000017 2.79601092529     796.29800681640 
 4322   27  0  3 -3  0  0  0  0  0  0  0  0  0 -0.00000000010    -0.00000000012     0.00000000015 0.43087848850   11790.62908865880 
 4322   28  0  0  1  0  0  0  0  0  0 -1  0  0  0.00000000017     0.00000000002     0.00000000017 1.35132152761   78051.58573131690 
 4322   29  0  0  0  0  0  1  0  0  0  0  0  0 -0.00000000004     0.00000000015     0.00000000015 1.17032155085     213.29909543800 
 4322   30  0  0  4 -6  0  0  0  0  0  0  0  0 -0.00000000018    -0.00000000001     0.00000000018 2.85221514199    5088.62883976680 
 4322   31  0  0  9-16  4  5  0  0  0  0  0  0 -0.00000000017     0.00000000001     0.00000000017 0.21780913672    6283.14316029419 
 4322   32  0  0  4  0  0  0  0  0  0  0  0  0 -0.00000000006     0.00000000012     0.00000000013 1.21201504386   25132.30339996560 
 4322   33  0  0  1  0  0  0  0  0  0  1  0  0  0.00000000010    -0.00000000008     0.00000000012 1.12953712197   90617.73743129970 
 4322   34  0  0  1 -4  0  0  0  0  0  0  0  0  0.00000000010     0.00000000007     0.00000000012 5.13714452592    7079.37385680780 
 4322   35  0  0  4 -9  0  0  0  0  0  0  0  0 -0.00000000011     0.00000000006     0.00000000013 3.79842135217    4933.20844033260 
 4322   36  0  0  1 -3  0  0  0  0  0  0  0  0  0.00000000007     0.00000000010     0.00000000012 4.89407978213    3738.76143010800 
 4322   37  0  0  1 -2  0  0  0  0  0  0  0  0  0.00000000015    -0.00000000002     0.00000000015 6.05682328852     398.14900340820 
 4322   38  0  0  1  0 -3  0  0  0  0  0  0  0  0.00000000014     0.00000000002     0.00000000014 4.81029291856    4694.00295470760 
 4322   39  0  4 -7  0  0  0  0  0  0  0  0  0  0.00000000010     0.00000000006     0.00000000011 0.61684523405    3128.38876509580 
 4322   40  0  0 10-17  0  0  0  0  0  0  0  0  0.00000000009     0.00000000006     0.00000000011 5.32876538500    6040.34724601740 
 4322   41  0  0  3 -7  0  0  0  0  0  0  0  0 -0.00000000014     0.00000000001     0.00000000014 5.27227350286    4535.05943692440 
 4322   42  0  0  5-11  0  0  0  0  0  0  0  0 -0.00000000005     0.00000000009     0.00000000011 2.39292099451    5331.35744374080 
 4322   43  0  0  8-17  0  0  0  0  0  0  0  0  0.00000000009     0.00000000006     0.00000000010 4.45296532710    6525.80445396540 
 4322   44  0  0  5 -7  0  0  0  0  0  0  0  0 -0.00000000014    -0.00000000001     0.00000000014 4.66400985037    8031.09226305840 
 4322   45  0  4 -5  0  0  0  0  0  0  0  0  0  0.00000000006     0.00000000007     0.00000000010 3.22472385926    9437.76293488700 
 4322   46  0  5 -8  0  0  0  0  0  0  0  0  0 -0.00000000010    -0.00000000004     0.00000000011 3.80913404437     801.82093112380 
 4322   47  0  0  5 -6  0  0  0  0  0  0  0  0 -0.00000000008    -0.00000000006     0.00000000010 5.15032130575   11371.70468975820 
 4322   48  0  0  6-13  0  0  0  0  0  0  0  0  0.00000000000     0.00000000013     0.00000000013 0.98720797401    5729.50644714900 
 4322   49  0  0  6 -9  0  0  0  0  0  0  0  0 -0.00000000008     0.00000000005     0.00000000009 5.94191743597    7632.94325965020 

