VSOP87 VERSION D4    JUPITER   VARIABLE 2 (LBR)       *T**0    249 TERMS    HELIOCENTRIC DYNAMICAL ECLIPTIC AND EQUINOX OF THE DATE
 4520    1  0  0  0  0  1  0  0  0  0  0  0  0 -0.00411980215    -0.02230894329     0.02268615703 3.55852606718     529.69096509460 
 4520    2  0  0  0  0  2  0  0  0  0  0  0  0 -0.00046102924    -0.00099841278     0.00109971634 3.90809347389    1059.38193018920 
 4520    3  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000000     0.00110090358     0.00110090358 0.00000000000       0.00000000000 
 4520    4  0  0  0  0  3 -5  0  0  0  0  0  0  0.00000862342     0.00008055401     0.00008101427 3.60509573368     522.57741809380 
 4520    5  0  0  0  0  3  0  0  0  0  0  0  0 -0.00003807003    -0.00004694317     0.00006043996 4.25883108794    1589.07289528380 
 4520    6  0  0  0  0  1 -5  0  0  0  0  0  0  0.00002041441    -0.00006105535     0.00006437782 0.30627121409     536.80451209540 
 4520    7  0  0  0  0  3 -2  0  0  0  0  0  0 -0.00000227334    -0.00001083283     0.00001106880 2.98534421928    1162.47470440780 
 4520    8  0  0  0  0  4 -5  0  0  0  0  0  0  0.00000923677     0.00000183107     0.00000941651 2.93619072405    1052.26838318840 
 4520    9  0  0  0  0  2 -5  0  0  0  0  0  0 -0.00000883468     0.00000137393     0.00000894088 1.75447429921       7.11354700080 
 4520   10  0  0  0  0  2 -2  0  0  0  0  0  0 -0.00000325367    -0.00000694877     0.00000767280 2.15473594060     632.78373931320 
 4520   11  0  0  0  0  0  2  0  0  0  0  0  0  0.00000068696     0.00000941826     0.00000944328 1.67522288396     426.59819087600 
 4520   12  0  0  0  0  0  1  0  0  0  0  0  0 -0.00000226579    -0.00000645615     0.00000684220 3.67808770098     213.29909543800 
 4520   13  0  0  0  0  0  5  0  0  0  0  0  0 -0.00000347487    -0.00000524570     0.00000629223 0.64343282328    1066.49547719000 
 4520   14  0  0  0  0  1 -2  0  0  0  0  0  0 -0.00000036867     0.00000835047     0.00000835861 5.17881973234     103.09277421860 
 4520   15  0  0  0  0  1 -3  0  0  0  0  0  0  0.00000334540     0.00000413226     0.00000531670 2.70305954352     110.20632121940 
 4520   16  0  0  0  0  2 -1  0  0  0  0  0  0  0.00000171195     0.00000531640     0.00000558524 0.01354830508     846.08283475120 
 4520   17  0  0  0  0  3 -3  0  0  0  0  0  0 -0.00000422942    -0.00000191920     0.00000464449 1.17337249185     949.17560896980 
 4520   18  0  0  0  0  2 -3  0  0  0  0  0  0  0.00000334870    -0.00000271451     0.00000431072 2.60825000494     419.48464387520 
 4520   19  0  0  0  0  4  0  0  0  0  0  0  0 -0.00000281537    -0.00000210338     0.00000351433 4.61062990714    2118.76386037840 
 4520   20  0  0  0  0  4 -2  0  0  0  0  0  0 -0.00000052683    -0.00000111310     0.00000123148 3.34968181384    1692.16566950240 
 4520   21  0  0  0  0  1 -1  0  0  0  0  0  0  0.00000094225     0.00000065996     0.00000115038 5.04892295442     316.39186965660 
 4520   22  0  0  0  0  1  1  0  0  0  0  0  0  0.00000021449    -0.00000130407     0.00000132160 4.77816990670     742.99006053260 
 4520   23  0  0  0  0  4 -3  0  0  0  0  0  0 -0.00000058295    -0.00000085403     0.00000103402 2.31878999565    1478.86657406440 
 4520   24  0  0  0  0  1 -4  0  0  0  0  0  0 -0.00000116161     0.00000007113     0.00000116379 1.38688232033     323.50541665740 
 4520   25  0  0  0  0  5 -5  0  0  0  0  0  0  0.00000100632    -0.00000019051     0.00000102420 3.15293785436    1581.95934828300 
 4520   26  0  0  0  0  5-10  0  0  0  0  0  0  0.00000001940    -0.00000103744     0.00000103762 3.70103838110     515.46387109300 
 4520   27  0  0  0  0  4 -4  0  0  0  0  0  0  0.00000073366     0.00000028344     0.00000078650 3.98318653238    1265.56747862640 
 4520   28  0  0  0  0  1  2  0  0  0  0  0  0 -0.00000014748     0.00000068363     0.00000069935 2.56006216424     956.28915597060 
 4520   29  0  0  0  0  3 -1  0  0  0  0  0  0  0.00000029042     0.00000047409     0.00000055597 0.37500753017    1375.77379984580 
 4520   30  0  0  0  0  1  5  0  0  0  0  0  0 -0.00000038640    -0.00000034777     0.00000051986 0.99007119033    1596.18644228460 
 4520   31  0  0  0  0  1 -6  3  0  0  0  0  0 -0.00000019716     0.00000051553     0.00000055194 0.40176412035     525.75881183150 
 4520   32  0  0  0  0  3 -4  0  0  0  0  0  0  0.00000005389     0.00000063226     0.00000063456 4.50073574333     735.87651353180 
 4520   33  0  0  0  0  3-10  0  0  0  0  0  0 -0.00000022586     0.00000044261     0.00000049691 0.18649893085     543.91805909620 
 4520   34  0  0  0  0  3 -6  3  0  0  0  0  0 -0.00000000051    -0.00000048831     0.00000048831 3.57260550671     533.62311835770 
 4520   35  0  0  0  0  4 -7  0  0  0  0  0  0  0.00000024277     0.00000014647     0.00000028353 1.53532744749     625.67019231240 
